set,lens,photo,raw_file,cam_make,cam_model,lens_model,focal_length_mm,fnumber,iso,exposure_time,focus_distance
train,olympus_macro_lens,flower2,burst_25.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_26.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_27.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_28.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_29.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_3.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_4.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_5.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_6.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_7.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_8.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower2,burst_9.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_0.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_1.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_10.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_11.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_12.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_13.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_14.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_15.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_16.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_17.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_18.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_19.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_2.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_20.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_21.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_22.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_23.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_24.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_25.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_26.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_27.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_28.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_29.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_3.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_4.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_5.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_6.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_7.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_8.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,flower6,burst_9.rw2,Panasonic,DC-GX9,,60,3.5,1600,0.04,
train,olympus_macro_lens,threads,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,threads,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.1,
train,olympus_macro_lens,needle1,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,needle1,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,button,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,button,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.3125,
train,olympus_macro_lens,usb_plug,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,usb_plug,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.03333333333,
train,olympus_macro_lens,snail,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,snail,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.01,
train,olympus_macro_lens,lace,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,lace,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_20.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_21.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_22.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_23.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_24.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_25.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_26.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_27.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_28.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_29.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_3.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_4.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_5.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_6.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_7.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_8.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,marker,burst_9.rw2,Panasonic,DC-GX9,,60,4,1600,0.06666666667,
train,olympus_macro_lens,flower1,burst_0.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_1.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_10.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_11.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_12.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_13.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_14.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_15.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_16.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_17.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_18.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_19.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
train,olympus_macro_lens,flower1,burst_2.rw2,Panasonic,DC-GX9,,60,4,1600,0.0007692307692,
